"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"11","Novembro","Feminino","Parda","18-29","Sem instrucao","1 a 2 SM","2","1149.0"
"11","Novembro","Masculino",,"18-29","Medio completo","Ate 1 SM","1","2825.0"
"11","Novembro","Masculino","Indigena","18-29","Superior completo","1 a 2 SM","2","589.0"
"11","Novembro","Feminino","Branca","40-49","Sem instrucao","1 a 2 SM","2","684.0"
"11","Novembro","Feminino","Preta","40-49","Sem instrucao","1 a 2 SM","5","2344.0"
"11","Novembro","Masculino","Amarela","40-49","Superior completo","1 a 2 SM","3","852.0"
"9","Setembro","Masculino","Amarela","50-59","Medio completo","Sem informacao","3","2019.0"
"11","Novembro","Feminino","Amarela","60+","Superior incompleto","Acima 4 SM","1","262.0"
"11","Novembro","Feminino","Indigena","50-59","Medio completo","1 a 2 SM","4","849.0"
"11","Novembro","Masculino","Amarela","50-59","Fundamental incompleto","2 a 4 SM","1","147.0"
"11","Novembro","Masculino","Amarela","50-59","Medio completo","Ate 1 SM","2","815.0"
"11","Novembro","Masculino","Branca","50-59","Sem instrucao","Acima 4 SM","2","441.0"
"11","Novembro","Feminino","Indigena","60+","Fundamental completo","1 a 2 SM","1","283.0"
"11","Novembro","Feminino","Indigena","30-39","Superior incompleto","Ate 1 SM","1","442.0"
"11","Novembro","Feminino","Preta","30-39","Sem instrucao","1 a 2 SM","1","257.0"
"9","Setembro","Masculino","Indigena","0-17","Medio incompleto","Ate 1 SM","1","909.0"
"10","Outubro","Feminino","Indigena","40-49","Superior completo","Ate 1 SM","3","1074.0"
"10","Outubro","Feminino","Indigena","30-39","Superior completo","Ate 1 SM","1","511.0"
"10","Outubro","Feminino",,"18-29","Superior incompleto","Ate 1 SM","1","514.0"
"10","Outubro","Masculino",,"18-29","Superior incompleto","Sem informacao","1","665.0"
"10","Outubro","Feminino",,"50-59","Superior completo","2 a 4 SM","1","476.0"
"9","Setembro","Masculino","Indigena","60+","Fundamental incompleto","Ate 1 SM","3","2239.0"
"10","Outubro","Masculino",,"18-29","Fundamental completo","Ate 1 SM","1","355.0"
"9","Setembro","Feminino","Parda","50-59","Sem instrucao","Acima 4 SM","1","299.0"
"11","Novembro","Feminino","Indigena","50-59","Superior incompleto","Acima 4 SM","1","195.0"
"11","Novembro","Masculino",,"30-39","Medio completo","Sem informacao","1","508.0"
"11","Novembro","Feminino",,"30-39","Medio completo","Sem informacao","1","448.0"
"9","Setembro","Feminino","Preta","18-29","Fundamental completo","2 a 4 SM","1","2979.0"
"9","Setembro","Masculino","Indigena","50-59","Medio incompleto","2 a 4 SM","1","2229.0"
"10","Outubro","Feminino","Parda","18-29","Sem instrucao","2 a 4 SM","1","903.0"
"11","Novembro","Masculino","Amarela","40-49","Pos-graduacao","1 a 2 SM","1","550.0"
"10","Outubro","Masculino","Amarela","60+","Fundamental incompleto","Acima 4 SM","1","648.0"
"11","Novembro","Feminino","Preta","50-59","Superior incompleto","Acima 4 SM","1","489.0"
"10","Outubro","Feminino",,"30-39","Fundamental incompleto","Ate 1 SM","1","358.0"
"11","Novembro","Masculino","Indigena","60+","Fundamental incompleto","1 a 2 SM","4","1538.0"
"11","Novembro","Feminino","Indigena","40-49","Superior incompleto","Ate 1 SM","1","390.0"
"10","Outubro","Masculino","Amarela","18-29","Fundamental completo","Sem informacao","2","818.0"
"9","Setembro","Feminino","Indigena","50-59","Sem instrucao","Ate 1 SM","1","533.0"
"9","Setembro","Masculino","Indigena","30-39","Fundamental completo","Ate 1 SM","1","232.0"
"11","Novembro","Feminino","Indigena","50-59","Superior completo","Ate 1 SM","1","620.0"
"11","Novembro","Masculino","Indigena","60+","Superior incompleto","Sem informacao","1","331.0"
"10","Outubro","Feminino","Indigena","60+","Superior completo","Sem informacao","2","693.0"
"10","Outubro","Feminino","Amarela","0-17","Medio completo","Sem informacao","3","636.0"
"10","Outubro","Feminino","Branca","18-29","Fundamental incompleto","2 a 4 SM","1","600.0"
"10","Outubro","Feminino","Indigena","60+","Medio completo","Ate 1 SM","2","1558.0"
"10","Outubro","Feminino","Indigena","30-39","Medio incompleto","1 a 2 SM","1","337.0"
"10","Outubro","Feminino","Preta","30-39","Sem instrucao","1 a 2 SM","1","282.0"
"10","Outubro","Feminino","Parda","40-49","Sem instrucao","2 a 4 SM","2","272.0"
"11","Novembro","Feminino","Indigena","40-49","Pos-graduacao","1 a 2 SM","1","388.0"
"9","Setembro","Masculino","Amarela","18-29","Sem instrucao","Ate 1 SM","1","622.0"
"9","Setembro","Feminino","Preta","50-59","Sem instrucao","1 a 2 SM","1","691.0"
"9","Setembro","Feminino","Indigena","40-49","Superior incompleto","Ate 1 SM","1","400.0"
"10","Outubro","Masculino","Indigena","40-49","Medio incompleto","Ate 1 SM","3","883.0"
"9","Setembro","Masculino","Amarela","50-59","Medio completo","Ate 1 SM","2","302.0"
"10","Outubro","Masculino","Indigena","30-39","Medio incompleto","Ate 1 SM","1","263.0"
"10","Outubro","Feminino","Indigena","30-39","Fundamental incompleto","Ate 1 SM","2","371.0"
"9","Setembro","Masculino","Indigena","40-49","Medio incompleto","Ate 1 SM","1","85.0"
"10","Outubro","Feminino","Indigena","0-17","Fundamental completo","Sem informacao","2","170.0"
"11","Novembro","Feminino","Indigena","60+","Fundamental incompleto","1 a 2 SM","1","239.0"
"9","Setembro","Masculino","Preta","0-17","Fundamental completo","Ate 1 SM","2","770.0"
"11","Novembro","Feminino","Amarela","18-29","Superior incompleto","2 a 4 SM","1","787.0"
"11","Novembro","Masculino",,"18-29","Superior completo","Ate 1 SM","1","743.0"
"10","Outubro","Masculino","Indigena","50-59","Fundamental completo","Ate 1 SM","1","272.0"
"9","Setembro","Masculino","Indigena","30-39","Superior incompleto","Sem informacao","1","577.0"
"9","Setembro","Masculino","Indigena","18-29","Fundamental incompleto","Ate 1 SM","4","4156.0"
"9","Setembro","Feminino","Indigena","50-59","Superior incompleto","Sem informacao","1","167.0"
"9","Setembro","Feminino","Amarela","40-49","Superior completo","Acima 4 SM","7","8776.0"
"9","Setembro","Masculino","Parda","50-59","Pos-graduacao","Ate 1 SM","6","2487.0"
"9","Setembro","Feminino","Indigena","40-49","Superior completo","Sem informacao","2","316.0"
"9","Setembro","Masculino","Indigena","30-39","Pos-graduacao","Acima 4 SM","2","1437.0"
"9","Setembro","Masculino","Preta","50-59","Pos-graduacao","Ate 1 SM","1","470.0"
"9","Setembro","Masculino","Amarela","40-49","Fundamental incompleto","Ate 1 SM","3","1740.0"
"10","Outubro","Masculino",,"50-59","Medio completo","1 a 2 SM","1","347.0"
"10","Outubro","Masculino","Indigena","50-59","Superior incompleto","Acima 4 SM","2","637.0"
"9","Setembro","Masculino","Preta","0-17","Superior incompleto","Ate 1 SM","1","97.0"
"10","Outubro","Masculino","Amarela","50-59","Fundamental completo","Sem informacao","2","1301.0"
"11","Novembro","Masculino","Amarela","18-29","Medio completo","2 a 4 SM","4","2039.0"
"11","Novembro","Masculino","Amarela","18-29","Fundamental completo","1 a 2 SM","2","3638.0"
"11","Novembro","Feminino","Indigena","50-59","Pos-graduacao","Sem informacao","1","770.0"
"11","Novembro","Feminino","Branca","0-17","Fundamental completo","Ate 1 SM","1","1190.0"
"11","Novembro","Feminino","Indigena","30-39","Medio incompleto","Sem informacao","6","2572.0"
"11","Novembro","Masculino","Indigena","40-49","Pos-graduacao","Acima 4 SM","1","530.0"
"10","Outubro","Feminino","Preta","50-59","Medio incompleto","2 a 4 SM","3","2665.0"
"9","Setembro","Feminino","Indigena","60+","Superior incompleto","Sem informacao","2","1303.0"
"9","Setembro","Feminino","Indigena","40-49","Pos-graduacao","1 a 2 SM","1","400.0"
"9","Setembro","Masculino","Amarela","18-29","Fundamental incompleto","Ate 1 SM","5","3400.0"
"11","Novembro","Feminino","Indigena","40-49","Superior completo","Sem informacao","2","823.0"
"11","Novembro","Masculino","Amarela","40-49","Medio completo","Acima 4 SM","5","6651.0"
"9","Setembro","Feminino","Indigena","50-59","Pos-graduacao","Acima 4 SM","1","143.0"
"11","Novembro","Masculino","Preta","18-29","Sem instrucao","Sem informacao","8","3474.0"
"11","Novembro","Feminino","Indigena","30-39","Superior completo","Ate 1 SM","1","506.0"
"11","Novembro","Masculino",,"40-49","Fundamental incompleto","Ate 1 SM","4","1698.0"
"11","Novembro","Feminino","Parda","18-29","Fundamental incompleto","2 a 4 SM","2","1202.0"
"11","Novembro","Feminino",,"40-49","Fundamental incompleto","Sem informacao","3","1403.0"
"11","Novembro","Masculino","Indigena","50-59","Medio completo","Ate 1 SM","4","1448.0"
"11","Novembro","Masculino","Indigena","30-39","Fundamental completo","Sem informacao","3","857.0"
"11","Novembro","Feminino","Indigena","18-29","Superior incompleto","Ate 1 SM","1","365.0"
"11","Novembro","Feminino","Amarela","30-39","Fundamental completo","Sem informacao","6","3542.0"
"11","Novembro","Feminino",,"50-59","Sem instrucao","Sem informacao","1","234.0"
"11","Novembro","Feminino","Amarela","50-59","Medio incompleto","Sem informacao","4","5444.0"
"11","Novembro","Feminino","Indigena","30-39","Fundamental completo","Sem informacao","3","574.0"
"11","Novembro","Feminino","Amarela","40-49","Pos-graduacao","2 a 4 SM","1","55.0"
"11","Novembro","Masculino","Amarela","18-29","Fundamental completo","Ate 1 SM","1","517.0"
"11","Novembro","Feminino","Indigena","60+","Superior completo","1 a 2 SM","2","315.0"
"11","Novembro","Masculino","Amarela","50-59","Sem instrucao","Sem informacao","3","702.0"
"11","Novembro","Feminino","Indigena","50-59","Medio completo","Ate 1 SM","6","1935.0"
"11","Novembro","Feminino","Amarela","50-59","Medio completo","2 a 4 SM","2","634.0"
"11","Novembro","Feminino","Amarela","18-29","Superior completo","Ate 1 SM","2","1416.0"
"11","Novembro","Feminino",,"40-49","Superior completo","Sem informacao","1","2203.0"
"9","Setembro","Feminino","Preta","60+","Fundamental incompleto","Acima 4 SM","1","290.0"
"9","Setembro","Feminino","Amarela","40-49","Superior incompleto","Ate 1 SM","1","501.0"
"11","Novembro","Feminino","Amarela","60+","Superior completo","Ate 1 SM","1","525.0"
"11","Novembro","Feminino","Amarela","50-59","Medio incompleto","Ate 1 SM","1","1677.0"
"11","Novembro","Feminino","Amarela","30-39","Fundamental completo","1 a 2 SM","2","536.0"
"11","Novembro","Feminino","Amarela","60+","Pos-graduacao","1 a 2 SM","1","1610.0"
"10","Outubro","Masculino","Indigena","60+","Sem instrucao","1 a 2 SM","1","259.0"
"10","Outubro","Masculino","Branca","50-59","Sem instrucao","Acima 4 SM","2","441.0"
"10","Outubro","Feminino","Amarela","40-49","Medio incompleto","Ate 1 SM","3","779.0"
"10","Outubro","Feminino","Preta","40-49","Sem instrucao","1 a 2 SM","4","1874.0"
"9","Setembro","Feminino","Indigena","30-39","Sem instrucao","Sem informacao","1","146.0"
"9","Setembro","Feminino","Amarela","18-29","Superior incompleto","Acima 4 SM","1","1177.0"
"9","Setembro","Masculino","Amarela","30-39","Fundamental completo","Sem informacao","1","528.0"
"10","Outubro","Masculino","Indigena","50-59","Fundamental completo","Sem informacao","3","1108.0"
"10","Outubro","Masculino","Indigena","50-59","Medio incompleto","2 a 4 SM","2","2826.0"
"11","Novembro","Masculino","Amarela","50-59","Fundamental completo","Ate 1 SM","1","546.0"
"11","Novembro","Masculino","Indigena","40-49","Superior completo","Ate 1 SM","1","440.0"
"10","Outubro","Masculino","Amarela","30-39","Medio incompleto","2 a 4 SM","1","203.0"
"11","Novembro","Masculino","Amarela","60+","Superior completo","1 a 2 SM","3","1272.0"
"9","Setembro","Feminino","Branca","18-29","Sem instrucao","1 a 2 SM","1","437.0"
"11","Novembro","Masculino","Indigena","50-59","Superior completo","Ate 1 SM","1","239.0"
"9","Setembro","Masculino","Indigena","40-49","Superior completo","Sem informacao","1","314.0"
"11","Novembro","Feminino","Amarela","18-29","Pos-graduacao","Ate 1 SM","1","459.0"
"11","Novembro","Feminino","Parda","60+","Fundamental incompleto","Acima 4 SM","2","933.0"
"11","Novembro","Feminino","Indigena","30-39","Fundamental completo","Ate 1 SM","2","859.0"
"11","Novembro","Masculino","Indigena","60+","Fundamental completo","Ate 1 SM","1","77.0"
"11","Novembro","Masculino","Indigena","18-29","Medio completo","2 a 4 SM","2","309.0"
"11","Novembro","Feminino","Branca","18-29","Sem instrucao","1 a 2 SM","1","397.0"
"11","Novembro","Feminino",,"30-39","Medio completo","2 a 4 SM","1","714.0"
"11","Novembro","Masculino","Amarela","60+","Pos-graduacao","1 a 2 SM","3","3728.0"
"9","Setembro","Masculino",,"60+","Medio completo","Ate 1 SM","1","636.0"
"11","Novembro","Feminino",,"50-59","Fundamental incompleto","Sem informacao","1","194.0"
"11","Novembro","Feminino","Preta","50-59","Sem instrucao","1 a 2 SM","1","707.0"
"11","Novembro","Masculino",,"60+","Superior completo","2 a 4 SM","1","206.0"
"10","Outubro","Feminino","Amarela","40-49","Pos-graduacao","1 a 2 SM","1","767.0"
"11","Novembro","Masculino","Amarela","50-59","Superior incompleto","1 a 2 SM","1","386.0"
"11","Novembro","Feminino","Branca","0-17","Fundamental incompleto","1 a 2 SM","1","350.0"
"10","Outubro","Masculino",,"40-49","Fundamental incompleto","Ate 1 SM","1","542.0"
"10","Outubro","Feminino","Preta","18-29","Pos-graduacao","Acima 4 SM","2","1128.0"
"9","Setembro","Feminino","Indigena","18-29","Fundamental completo","Sem informacao","1","438.0"
"10","Outubro","Masculino",,"18-29","Sem instrucao","Sem informacao","1","339.0"
"10","Outubro","Masculino",,"50-59","Fundamental incompleto","Ate 1 SM","1","383.0"
"10","Outubro","Feminino",,"40-49","Pos-graduacao","Acima 4 SM","1","318.0"
"10","Outubro","Feminino","Preta","18-29","Fundamental completo","Acima 4 SM","1","393.0"
"10","Outubro","Masculino",,"50-59","Fundamental incompleto","Sem informacao","1","356.0"
"9","Setembro","Masculino",,"60+","Superior incompleto","1 a 2 SM","1","761.0"
"9","Setembro","Masculino",,"40-49","Fundamental incompleto","Sem informacao","1","359.0"
"9","Setembro","Feminino","Preta","60+","Superior completo","Ate 1 SM","1","300.0"
"11","Novembro","Masculino","Amarela","50-59","Pos-graduacao","Sem informacao","1","389.0"
"9","Setembro","Feminino","Amarela","50-59","Medio incompleto","Ate 1 SM","1","1599.0"
"9","Setembro","Masculino","Amarela","40-49","Pos-graduacao","1 a 2 SM","1","2169.0"
"9","Setembro","Feminino","Amarela","40-49","Pos-graduacao","1 a 2 SM","1","2141.0"
"10","Outubro","Masculino","Preta","60+","Sem instrucao","Acima 4 SM","1","316.0"
"10","Outubro","Masculino","Parda","18-29","Sem instrucao","2 a 4 SM","1","1123.0"
"10","Outubro","Masculino","Indigena","18-29","Superior incompleto","2 a 4 SM","1","728.0"
"10","Outubro","Feminino",,"40-49","Pos-graduacao","Ate 1 SM","1","674.0"
"10","Outubro","Feminino","Branca","60+","Fundamental incompleto","Ate 1 SM","341","138643.0"
"10","Outubro","Feminino","Branca","18-29","Medio incompleto","1 a 2 SM","132","86910.0"
"10","Outubro","Masculino","Branca","50-59","Superior completo","1 a 2 SM","148","84309.0"
"10","Outubro","Feminino","Indigena","50-59","Fundamental incompleto","Sem informacao","20","6147.0"
"10","Outubro","Masculino","Parda","60+","Sem instrucao","Ate 1 SM","211","70596.0"
"10","Outubro","Feminino","Preta","50-59","Sem instrucao","Ate 1 SM","14","6296.0"
"10","Outubro","Feminino","Preta","50-59","Superior incompleto","Ate 1 SM","10","6364.0"
"10","Outubro","Masculino","Branca","40-49","Superior completo","Ate 1 SM","64","36323.0"
"10","Outubro","Masculino","Indigena","40-49","Sem instrucao","1 a 2 SM","1","217.0"
"10","Outubro","Masculino","Preta","30-39","Pos-graduacao","Acima 4 SM","27","25677.0"
"10","Outubro","Feminino","Parda","50-59","Pos-graduacao","Ate 1 SM","23","9710.0"
"10","Outubro","Masculino","Branca","18-29","Superior incompleto","Acima 4 SM","47","28730.0"
"10","Outubro","Masculino","Preta","18-29","Superior completo","Acima 4 SM","10","6530.0"
"10","Outubro","Feminino","Indigena","18-29","Medio completo","1 a 2 SM","5","4155.0"
"10","Outubro","Masculino","Branca","60+","Pos-graduacao","Ate 1 SM","4","1159.0"
"10","Outubro","Feminino","Branca","40-49","Fundamental completo","Acima 4 SM","7","4257.0"
"10","Outubro","Feminino","Parda","50-59","Fundamental incompleto","1 a 2 SM","343","163432.0"
"10","Outubro","Feminino","Parda","40-49","Fundamental incompleto","1 a 2 SM","327","176598.0"
"10","Outubro","Feminino","Parda","50-59","Fundamental completo","Sem informacao","788","377963.0"
"10","Outubro","Feminino","Preta","30-39","Superior completo","2 a 4 SM","122","92973.0"
"10","Outubro","Masculino","Preta","60+","Fundamental incompleto","Sem informacao","846","395942.0"
"10","Outubro","Feminino","Parda","50-59","Medio completo","Ate 1 SM","565","245694.0"
"10","Outubro","Feminino","Parda","40-49","Medio completo","Ate 1 SM","1072","526812.0"
"10","Outubro","Masculino","Preta","30-39","Medio completo","Sem informacao","194","131722.0"
"10","Outubro","Feminino","Parda","30-39","Medio completo","2 a 4 SM","166","114225.0"
"10","Outubro","Feminino","Branca","0-17","Sem instrucao","Sem informacao","5626","3973325.0"
"10","Outubro","Masculino","Amarela","40-49","Medio incompleto","1 a 2 SM","4","1061.0"
"10","Outubro","Feminino","Branca","50-59","Fundamental incompleto","1 a 2 SM","376","177311.0"
"10","Outubro","Feminino","Branca","60+","Superior incompleto","Sem informacao","276","150607.0"
"10","Outubro","Masculino","Preta","60+","Fundamental completo","Sem informacao","194","93415.0"
"10","Outubro","Masculino","Branca","18-29","Pos-graduacao","2 a 4 SM","37","24472.0"
"10","Outubro","Feminino","Preta","18-29","Superior completo","Sem informacao","89","69894.0"
"10","Outubro","Feminino","Preta","18-29","Medio incompleto","1 a 2 SM","25","12956.0"
"10","Outubro","Feminino","Preta","50-59","Medio incompleto","Sem informacao","76","36066.0"
"10","Outubro","Feminino","Preta","30-39","Fundamental completo","Sem informacao","93","51290.0"
"10","Outubro","Feminino","Parda","0-17","Fundamental incompleto","Ate 1 SM","31","16246.0"
"10","Outubro","Masculino","Indigena","40-49","Medio incompleto","1 a 2 SM","3","845.0"
"10","Outubro","Feminino","Preta","40-49","Superior completo","Sem informacao","75","40428.0"
"10","Outubro","Masculino","Indigena","50-59","Fundamental incompleto","1 a 2 SM","6","1184.0"
"10","Outubro","Masculino","Branca","40-49","Pos-graduacao","Ate 1 SM","15","7776.0"
"10","Outubro","Masculino","Parda","0-17","Medio incompleto","1 a 2 SM","35","19882.0"
"10","Outubro","Masculino","Parda","50-59","Medio incompleto","Ate 1 SM","133","71648.0"
